Reason Code,Reason Description,Asset Impact,Traffic,Due Date,Priority
ETMR,Slight track unevenness observed on routine patrol; repair can be planned within the week.,Low,High,4,Urgent
ETMR,Minor track geometry deviation noted during inspection; can be addressed in the coming days.,Low,High,3,Urgent
OTHR,Routine miscellaneous upkeep task as per maintenance calendar.,Medium,High,10,Moderate
TOHE,OHE insulator failure causing sparking incidents; immediate maintenance required to avoid service disruption.,High,Low,-1,Critical
ETMW,"Track machine fault occurred while occupying the running line, creating an unsafe condition for oncoming trains; immediate action required.",Medium,Low,-4,Urgent
ERRL,Rail condition monitored as slightly below standard; renewal can be addressed in the coming days.,Medium,Low,0,Moderate
ERRL,Rail section nearing renewal threshold as per condition monitoring; can be addressed in the coming days.,Medium,High,3,Urgent
SREP,Signalling equipment check completed under the regular maintenance cycle.,Low,Medium,5,Moderate
ETMW,"Scheduled track machine servicing due; minor calibration drift observed, can be addressed in the coming days.",Medium,High,5,Urgent
OTHR,Unclassified critical infrastructure issue reported requiring immediate attention.,Medium,High,0,Critical
ETMR,Track buckling reported due to extreme heat; immediate repair required for safe train passage.,High,High,-3,Critical
TOHE,Standard OHE upkeep carried out under regular maintenance programme.,Low,High,3,Moderate
OTHR,General maintenance item found slightly below standard; can be addressed in the coming days.,Low,High,5,Urgent
TOHE,OHE insulator failure causing sparking incidents; immediate maintenance required to avoid service disruption.,High,Medium,-4,Critical
TREP,Critical electrical panel failure at the substation risking traction power outage; immediate repair needed.,Medium,Low,-1,Urgent
ERRL,Rail segment renewed as part of the standard asset lifecycle programme.,Medium,Low,10,Normal
ERRL,Rail crack found extending across the running surface; immediate replacement required to prevent failure.,Medium,Medium,-4,Critical
SREP,Signalling equipment showing intermittent faults affecting reliability; urgent repair recommended.,Medium,Low,2,Urgent
EOMT,Material train logistics reviewed as part of routine planning; no issues found.,Low,Low,14,Normal
SSIG,Signal equipment fault detected affecting reliability; urgent maintenance recommended.,High,High,1,Critical
STEL,Telecom equipment performance degradation noted; can be addressed in the coming days.,Medium,High,2,Urgent
ETMW,Track machine calibration slightly off standard; can be addressed in the coming days.,Medium,Low,2,Moderate
SREP,Signalling equipment failure detected at a key interlocking point; immediate repair necessary for safe operations.,Medium,Low,-1,Urgent
OTHR,Urgent miscellaneous fault reported with significant safety implications; immediate action required.,Medium,Low,0,Urgent
STEL,Routine telecom equipment testing as per maintenance calendar.,Medium,High,3,Urgent
ETMW,Track machine calibration slightly off standard; can be addressed in the coming days.,Medium,High,0,Urgent
STEL,Telecom equipment performance degradation noted; can be addressed in the coming days.,Medium,Medium,2,Urgent
EOMT,Standard material train scheduling update for periodic track renewal work.,Low,High,11,Moderate
ETMR,Track buckling reported due to extreme heat; immediate repair required for safe train passage.,High,Low,-2,Critical
TREP,Routine electrical equipment servicing as per maintenance schedule.,Medium,Low,8,Moderate
SSIG,Signal equipment check completed as part of the regular inspection cycle.,Low,Medium,10,Normal
ETMW,Track machine calibration slightly off standard; can be addressed in the coming days.,Medium,Medium,4,Urgent
TREP,Electrical equipment showing minor performance dip; can be addressed in the coming days.,Low,Medium,4,Moderate
STEL,Telecom equipment check completed under the regular maintenance schedule.,Low,Low,10,Normal
TOHE,OHE contact wire severely worn and at risk of snapping; immediate maintenance necessary.,High,Medium,0,Critical
OTHR,Standard general maintenance check completed with no issues found.,Low,Medium,14,Normal
SREP,Routine signalling equipment upkeep as per periodic schedule.,Medium,Medium,14,Moderate
SREP,Signalling equipment condition slightly below standard; can be addressed in the coming days.,Low,Medium,3,Moderate
STEL,Standard telecom equipment check completed under periodic maintenance.,Low,Low,7,Normal
OTHR,Unclassified infrastructure fault poses an immediate safety concern; urgent action required.,High,Low,0,Critical
ETMR,Track geometry failure detected posing an immediate derailment risk; urgent repair required.,High,High,-1,Critical
SSIG,Signal equipment check completed as part of the regular inspection cycle.,Medium,High,13,Moderate
EOMT,Routine material train logistics coordination for upcoming ballast supply.,Low,Low,10,Normal
ETMR,Significant track misalignment detected affecting ride quality; urgent repair recommended.,Medium,High,1,Critical
TOHE,OHE inspection completed as part of the regular maintenance programme.,Medium,High,11,Moderate
OTHR,Minor miscellaneous issue noted during inspection; can be addressed within the week.,Low,High,1,Urgent
ETMW,Periodic track machine inspection completed as scheduled; equipment functioning normally.,Low,Medium,14,Normal
OTHR,Standard general maintenance check completed with no issues found.,Medium,High,4,Urgent
SSIG,Slight signal timing deviation observed; can be corrected within the week.,Medium,High,1,Urgent
ETMW,"Track machine fault occurred while occupying the running line, creating an unsafe condition for oncoming trains; immediate action required.",High,High,-2,Critical
EOMT,Material train derailment risk identified due to loose ballast on the approach; immediate clearance needed.,High,Medium,-2,Critical
SREP,Routine signalling equipment upkeep as per periodic schedule.,Low,Low,4,Normal
EOMT,Routine material train logistics coordination for upcoming ballast supply.,Low,High,3,Moderate
TREP,Routine electrical equipment servicing as per maintenance schedule.,Low,Medium,10,Normal
SREP,Signalling equipment fault at a key location is affecting safe train working; immediate repair required.,High,Medium,-1,Critical
OTHR,General maintenance check completed under the regular schedule.,Low,Low,12,Normal
OTHR,Routine miscellaneous upkeep task as per maintenance calendar.,Low,High,6,Moderate
EOMT,Material train derailment risk identified due to loose ballast on the approach; immediate clearance needed.,High,High,-5,Critical
TPWR,Traction power system logged as normal during the latest periodic check.,Low,Low,5,Normal
SSIG,Signal failure at the junction causing manual working; immediate rectification required to restore safe operations.,Medium,Low,-4,Urgent
TOHE,Routine OHE cleaning and inspection as per periodic schedule.,Low,Medium,11,Normal
ETMR,Track geometry failure detected posing an immediate derailment risk; urgent repair required.,High,Low,-5,Critical
TOHE,OHE contact wire severely worn and at risk of snapping; immediate maintenance necessary.,Medium,Medium,0,Critical
ERRL,Rail condition monitored as slightly below standard; renewal can be addressed in the coming days.,Low,High,5,Urgent
STEL,Total loss of telecom connectivity on the section disrupting coordination; immediate restoration necessary.,High,Medium,-5,Critical
SSIG,Routine signal maintenance as per periodic inspection calendar.,Low,Medium,13,Normal
OTHR,General maintenance check completed under the regular schedule.,Medium,High,3,Urgent
SREP,Signalling equipment showing intermittent faults affecting reliability; urgent repair recommended.,High,Medium,1,Critical
TREP,Major electrical fault detected in traction substation equipment; immediate repair required to prevent outage.,High,High,-2,Critical
STEL,Standard telecom equipment check completed under periodic maintenance.,Medium,Low,8,Moderate
TREP,Electrical equipment fault is affecting supply reliability; urgent repair recommended.,High,Low,2,Urgent
TOHE,OHE inspection completed as part of the regular maintenance programme.,Low,Low,6,Normal
ETMR,Severe track misalignment detected posing derailment risk; immediate correction needed.,Medium,Low,-1,Urgent
TOHE,OHE component slightly below standard condition; can be addressed in the coming days.,Medium,Medium,5,Urgent
EOMT,Routine material train logistics coordination for upcoming ballast supply.,Low,Low,7,Normal
TOHE,OHE component slightly below standard condition; can be addressed in the coming days.,Medium,Medium,4,Urgent
EOMT,"Material train loading operation delayed, blocking siding access; needs prompt resolution.",Medium,Medium,1,Urgent
TREP,Major electrical fault detected in traction substation equipment; immediate repair required to prevent outage.,Medium,Medium,-1,Critical
ERRL,Rail segment renewed as part of the standard asset lifecycle programme.,Medium,High,12,Moderate
TOHE,Minor OHE wear detected during inspection; maintenance can be planned within the week.,Low,Low,3,Moderate
ETMR,Minor track geometry deviation noted during inspection; can be addressed in the coming days.,Medium,High,4,Urgent
ERRL,Critical rail defect identified during ultrasonic testing; immediate renewal necessary for safe operations.,Medium,Medium,-2,Critical
SSIG,Signal equipment showing minor irregularities during routine check; can be addressed in the coming days.,Low,High,0,Urgent
TPWR,"OHE wire snapped near the station yard, posing immediate electrocution and traffic hazard; urgent power block required.",High,High,-2,Critical
TOHE,Minor OHE wear detected during inspection; maintenance can be planned within the week.,Medium,Medium,0,Urgent
ERRL,Severe rail fracture detected on the running line; immediate replacement required to prevent derailment.,Medium,High,0,Critical
ERRL,Rail segment renewed as part of the standard asset lifecycle programme.,Low,Low,14,Normal
OTHR,Miscellaneous maintenance issue with significant operational impact identified.,High,Medium,1,Critical
ETMW,Track machine logged as functioning normally during the latest periodic check.,Medium,Medium,13,Moderate
TREP,Electrical equipment fault at the substation has caused a loss of supply; immediate repair required.,High,High,-3,Critical
TPWR,Periodic traction power equipment check completed with no issues found.,Medium,Low,10,Normal
OTHR,General infrastructure fault reported requiring urgent attention to avoid disruption.,Medium,Low,1,Urgent
SSIG,Signal equipment check completed as part of the regular inspection cycle.,Medium,Low,11,Normal
TPWR,Traction power parameters slightly outside normal range; can be corrected within the week.,Medium,Medium,3,Urgent
OTHR,Unclassified maintenance issue is affecting normal operations; urgent attention recommended.,Medium,High,1,Critical
ETMR,Standard track upkeep carried out as part of regular maintenance cycle.,Medium,High,10,Moderate
TREP,Routine electrical equipment servicing as per maintenance schedule.,Medium,Low,14,Normal
STEL,Telecom equipment performance degradation noted; can be addressed in the coming days.,Low,Medium,0,Moderate
STEL,Telecom equipment condition slightly below standard; can be addressed in the coming days.,Medium,Medium,2,Urgent
ERRL,Significant rail wear beyond permissible limits identified during inspection; replacement needed soon.,High,High,1,Critical
ERRL,Rail segment renewed as part of the standard asset lifecycle programme.,Medium,Low,11,Normal
SREP,Signalling equipment fault at a key location is affecting safe train working; immediate repair required.,High,Low,-4,Critical
TPWR,"OHE wire snapped near the station yard, posing immediate electrocution and traffic hazard; urgent power block required.",Medium,Low,-2,Urgent
SREP,Routine signalling equipment upkeep as per periodic schedule.,Low,Low,6,Normal
ETMR,Track buckling reported due to extreme heat; immediate repair required for safe train passage.,High,High,-4,Critical
SREP,Minor signalling equipment fault noted; repair can be planned within the week.,Low,High,1,Urgent
ETMR,Track surface slightly uneven per latest patrol; can be addressed in the coming days.,Medium,Medium,4,Urgent
SREP,Signalling equipment check completed under the regular maintenance cycle.,Medium,High,6,Moderate
OTHR,Standard general maintenance check completed with no issues found.,Low,High,8,Moderate
TOHE,OHE insulator failure causing sparking incidents; immediate maintenance required to avoid service disruption.,High,Medium,-5,Critical
SSIG,Routine signal maintenance as per periodic inspection calendar.,Low,Low,10,Normal
ERRL,Routine rail renewal as part of periodic asset lifecycle replacement.,Low,Low,6,Normal
SREP,Routine signalling equipment upkeep as per periodic schedule.,Low,High,3,Moderate
SREP,Signalling equipment fault detected affecting reliability; urgent repair recommended.,Medium,Low,2,Urgent
SREP,Point machine failure at a critical junction affecting train safety; immediate repair required.,High,High,-4,Critical
SREP,Signalling equipment showing wear during inspection; can be addressed in the coming days.,Low,High,5,Urgent
ETMW,Track machine calibration slightly off standard; can be addressed in the coming days.,Medium,Medium,2,Urgent
STEL,Routine telecom equipment testing as per maintenance calendar.,Low,Low,3,Normal
SREP,Standard signalling equipment check completed under regular maintenance.,Medium,Low,14,Normal
SREP,Standard signalling equipment check completed under regular maintenance.,Medium,Low,12,Normal
ERRL,Routine rail renewal as part of periodic asset lifecycle replacement.,Low,Low,4,Normal
SSIG,Slight signal timing deviation observed; can be corrected within the week.,Medium,High,6,Urgent
TPWR,Periodic traction power equipment check completed with no issues found.,Low,High,11,Moderate
TREP,Electrical switchgear fault reported affecting power reliability; urgent repair recommended.,High,High,1,Critical
ERRL,Critical rail defect identified during ultrasonic testing; immediate renewal necessary for safe operations.,High,Medium,-3,Critical
EOMT,Routine material train logistics coordination for upcoming ballast supply.,Low,High,14,Moderate
TOHE,Routine OHE cleaning and inspection as per periodic schedule.,Medium,High,8,Moderate
ETMW,Track machine performance slightly below standard; servicing can be planned within the week.,Low,Low,4,Moderate
EOMT,Material train stopped unsafely on the running line due to a mechanical issue; immediate clearance required.,High,Medium,-4,Critical
ERRL,Rail segment renewed as part of the standard asset lifecycle programme.,Medium,Low,14,Normal
SREP,Standard signalling equipment check completed under regular maintenance.,Low,High,11,Moderate
EOMT,Routine material train logistics coordination for upcoming ballast supply.,Medium,Low,12,Normal
EOMT,Material train logistics reviewed as part of routine planning; no issues found.,Low,Low,3,Normal
ETMR,Track surface slightly uneven per latest patrol; can be addressed in the coming days.,Medium,Low,5,Moderate
ERRL,Critical rail defect identified during ultrasonic testing; immediate renewal necessary for safe operations.,Medium,High,-2,Critical
OTHR,Miscellaneous maintenance issue with significant operational impact identified.,High,Low,2,Urgent
ETMR,Severe track misalignment detected posing derailment risk; immediate correction needed.,High,Low,-1,Critical
EOMT,"Material train loading operation delayed, blocking siding access; needs prompt resolution.",Medium,High,1,Critical
ETMR,Track maintenance logged as completed under the regular upkeep cycle.,Medium,High,6,Moderate
STEL,Routine telecom equipment testing as per maintenance calendar.,Low,Low,7,Normal
SREP,Routine signalling equipment upkeep as per periodic schedule.,Medium,Medium,9,Moderate
ETMW,Track machine logged as functioning normally during the latest periodic check.,Low,Medium,13,Normal
ETMW,"Track machine fault occurred while occupying the running line, creating an unsafe condition for oncoming trains; immediate action required.",High,High,0,Critical
ETMR,Track maintenance logged as completed under the regular upkeep cycle.,Low,Low,6,Normal
ETMR,Standard track upkeep carried out as part of regular maintenance cycle.,Low,Medium,6,Moderate
OTHR,General maintenance check completed under the regular schedule.,Low,High,9,Moderate
STEL,Total loss of telecom connectivity on the section disrupting coordination; immediate restoration necessary.,High,Low,-2,Critical
ERRL,Critical rail defect identified during ultrasonic testing; immediate renewal necessary for safe operations.,Medium,High,-1,Critical
TOHE,Standard OHE upkeep carried out under regular maintenance programme.,Medium,Low,14,Normal
TREP,Electrical equipment showing minor performance dip; can be addressed in the coming days.,Medium,Low,1,Moderate
TREP,Electrical equipment showing minor performance dip; can be addressed in the coming days.,Low,High,5,Urgent
ETMR,Track maintenance logged as completed under the regular upkeep cycle.,Low,Medium,10,Normal
TREP,Standard electrical equipment check completed under periodic maintenance.,Medium,Low,5,Moderate
EOMT,Minor delay in material train unloading noted; can be adjusted within the week.,Medium,Medium,1,Urgent
STEL,Complete communication link failure between control office and field staff; immediate restoration required.,High,Low,-5,Critical
TOHE,Routine OHE cleaning and inspection as per periodic schedule.,Low,High,14,Moderate
OTHR,Minor miscellaneous issue noted during inspection; can be addressed within the week.,Medium,High,0,Urgent
STEL,Standard telecom equipment check completed under periodic maintenance.,Low,Low,4,Normal
TPWR,Traction power equipment showing slight deviation from standard; can be addressed in the coming days.,Medium,Medium,4,Urgent
ETMR,Severe track misalignment detected posing derailment risk; immediate correction needed.,High,Low,0,Critical
STEL,Minor telecom connectivity issue observed during inspection; can be resolved within the week.,Low,High,2,Urgent
STEL,Standard telecom equipment check completed under periodic maintenance.,Low,Low,8,Normal
TPWR,Traction power equipment showing slight deviation from standard; can be addressed in the coming days.,Medium,Medium,6,Moderate
ETMW,Periodic track machine inspection completed as scheduled; equipment functioning normally.,Low,Low,5,Normal
EOMT,Material train logistics reviewed as part of routine planning; no issues found.,Low,Medium,13,Normal
ETMR,Significant track misalignment detected affecting ride quality; urgent repair recommended.,Medium,Medium,2,Urgent
ETMR,Standard track upkeep carried out as part of regular maintenance cycle.,Medium,Low,13,Normal
TREP,Electrical equipment servicing logged as completed under the regular schedule.,Low,Low,8,Normal
SSIG,Routine signal maintenance as per periodic inspection calendar.,Low,Low,11,Normal
ETMW,Sudden track machine failure mid-operation has blocked the line unsafely; urgent intervention needed to restore safe passage.,Medium,High,-5,Critical
TOHE,OHE inspection completed as part of the regular maintenance programme.,Low,Low,3,Normal
TREP,Electrical equipment fault at the substation has caused a loss of supply; immediate repair required.,High,Medium,-1,Critical
TPWR,Routine traction power system inspection as per maintenance calendar.,Medium,Medium,6,Moderate
OTHR,Unclassified infrastructure fault poses an immediate safety concern; urgent action required.,High,High,-5,Critical
SREP,Signalling equipment showing wear during inspection; can be addressed in the coming days.,Low,Low,1,Moderate
STEL,Telecom equipment check completed under the regular maintenance schedule.,Low,Low,9,Normal
TREP,Major electrical fault detected in traction substation equipment; immediate repair required to prevent outage.,High,Low,-3,Critical
SSIG,Signal equipment fault detected affecting reliability; urgent maintenance recommended.,High,Low,1,Urgent
TPWR,Periodic traction power equipment check completed with no issues found.,Low,Medium,8,Moderate
SSIG,Signal aspect malfunction posing safety risk to train movement; immediate correction required.,Medium,Medium,-2,Critical
STEL,Routine telecom equipment testing as per maintenance calendar.,Low,Low,10,Normal
SREP,Signalling equipment showing wear during inspection; can be addressed in the coming days.,Medium,High,4,Urgent
ERRL,Moderate rail wear observed during routine inspection; renewal can be planned within the week.,Medium,Medium,3,Urgent
ETMW,Periodic track machine inspection completed as scheduled; equipment functioning normally.,Low,Medium,10,Normal
ETMR,Standard track upkeep carried out as part of regular maintenance cycle.,Low,Low,11,Normal
ETMW,"Track machine fault occurred while occupying the running line, creating an unsafe condition for oncoming trains; immediate action required.",Medium,Low,-2,Urgent
TOHE,OHE contact wire severely worn and at risk of snapping; immediate maintenance necessary.,Medium,High,0,Critical
TOHE,OHE conductor damage found posing an immediate safety hazard; urgent maintenance required.,High,Medium,-5,Critical
STEL,Telecom equipment check completed under the regular maintenance schedule.,Low,Low,13,Normal
SSIG,Signal equipment check completed as part of the regular inspection cycle.,Medium,Medium,12,Moderate
ERRL,Rail crack found extending across the running surface; immediate replacement required to prevent failure.,High,Medium,-4,Critical
SSIG,Signal relay showing erratic behaviour affecting reliability; urgent maintenance recommended.,High,Medium,2,Critical
ETMW,"Track machine fault occurred while occupying the running line, creating an unsafe condition for oncoming trains; immediate action required.",High,Low,0,Critical
SREP,Routine signalling equipment upkeep as per periodic schedule.,Medium,Low,5,Moderate
STEL,Telecom equipment check completed under the regular maintenance schedule.,Medium,Medium,4,Moderate
TREP,Routine electrical equipment servicing as per maintenance schedule.,Medium,Medium,7,Moderate
ETMW,Track machine logged as functioning normally during the latest periodic check.,Low,Low,5,Normal
TPWR,Traction power readings fluctuating beyond normal range; urgent correction needed.,High,Medium,1,Critical
TPWR,Traction power parameters slightly outside normal range; can be corrected within the week.,Medium,High,6,Urgent
ETMW,"Scheduled track machine servicing due; minor calibration drift observed, can be addressed in the coming days.",Low,High,1,Urgent
STEL,Telecom equipment condition slightly below standard; can be addressed in the coming days.,Low,High,3,Urgent
SSIG,Slight signal timing deviation observed; can be corrected within the week.,Low,High,3,Urgent
TOHE,OHE contact wire severely worn and at risk of snapping; immediate maintenance necessary.,High,Low,0,Critical
OTHR,Minor miscellaneous issue noted during inspection; can be addressed within the week.,Medium,Medium,5,Urgent
TREP,Electrical equipment servicing logged as completed under the regular schedule.,Low,Low,10,Normal
TREP,Electrical equipment servicing logged as completed under the regular schedule.,Low,Medium,10,Normal
TPWR,"OHE wire snapped near the station yard, posing immediate electrocution and traffic hazard; urgent power block required.",High,High,-4,Critical
TPWR,Routine traction power system inspection as per maintenance calendar.,Medium,Low,14,Normal
ERRL,Severe rail fracture detected on the running line; immediate replacement required to prevent derailment.,High,High,-2,Critical
TREP,Standard electrical equipment check completed under periodic maintenance.,Low,Low,10,Normal
ETMW,Periodic track machine inspection completed as scheduled; equipment functioning normally.,Low,Low,14,Normal
OTHR,Minor miscellaneous issue noted during inspection; can be addressed within the week.,Low,Low,4,Moderate
OTHR,Minor miscellaneous issue noted during inspection; can be addressed within the week.,Low,Medium,2,Moderate
TREP,Electrical equipment showing performance degradation; can be addressed in the coming days.,Low,High,4,Urgent
OTHR,General maintenance item found slightly below standard; can be addressed in the coming days.,Low,High,3,Urgent
STEL,Standard telecom equipment check completed under periodic maintenance.,Medium,Low,14,Normal
EOMT,Unsafe material train loading condition reported at the yard; immediate corrective action required.,Medium,Low,-2,Urgent
EOMT,Material train unloading slightly behind schedule; can be resolved in the coming days.,Medium,High,3,Urgent
STEL,Telecom equipment condition slightly below standard; can be addressed in the coming days.,Low,High,7,Moderate
SREP,Signalling equipment check completed under the regular maintenance cycle.,Low,Low,7,Normal
STEL,Complete communication link failure between control office and field staff; immediate restoration required.,Medium,Low,0,Urgent
SSIG,Slight signal timing deviation observed; can be corrected within the week.,Low,High,2,Urgent
ERRL,Rail segment renewed as part of the standard asset lifecycle programme.,Low,Low,12,Normal
TPWR,Routine traction power system inspection as per maintenance calendar.,Low,Medium,13,Normal
TREP,Major electrical fault detected in traction substation equipment; immediate repair required to prevent outage.,Medium,Low,-4,Urgent
SREP,Routine signalling equipment upkeep as per periodic schedule.,Low,Low,13,Normal
EOMT,Standard material train scheduling update for periodic track renewal work.,Low,Medium,8,Moderate
ETMW,Track machine calibration slightly off standard; can be addressed in the coming days.,Low,High,3,Urgent
TOHE,Minor OHE wear detected during inspection; maintenance can be planned within the week.,Medium,Medium,4,Urgent
ERRL,Scheduled rail replacement under normal asset renewal programme.,Medium,Low,13,Normal
EOMT,Routine material train logistics coordination for upcoming ballast supply.,Medium,Low,11,Normal
TOHE,OHE conductor damage found posing an immediate safety hazard; urgent maintenance required.,High,High,0,Critical
SREP,Signalling equipment fault detected affecting reliability; urgent repair recommended.,Medium,Medium,2,Urgent
EOMT,Routine material train logistics coordination for upcoming ballast supply.,Low,High,11,Moderate
OTHR,General maintenance check completed under the regular schedule.,Medium,Medium,9,Moderate
ETMR,Minor track geometry deviation noted during inspection; can be addressed in the coming days.,Medium,Medium,7,Moderate
EOMT,Material train derailment risk identified due to loose ballast on the approach; immediate clearance needed.,High,Low,-3,Critical
STEL,Telecom equipment check completed under the regular maintenance schedule.,Low,Medium,12,Normal
EOMT,Material train derailment risk identified due to loose ballast on the approach; immediate clearance needed.,High,Low,-4,Critical
SREP,Signalling equipment check completed under the regular maintenance cycle.,Medium,Medium,9,Moderate
ETMR,Routine track patrol maintenance as per periodic schedule.,Low,High,5,Moderate
STEL,Telecom equipment performance degradation noted; can be addressed in the coming days.,Medium,High,6,Urgent
EOMT,Routine material train logistics coordination for upcoming ballast supply.,Medium,Low,13,Normal
ETMW,Sudden track machine failure mid-operation has blocked the line unsafely; urgent intervention needed to restore safe passage.,Medium,High,-3,Critical
SSIG,Routine signal maintenance as per periodic inspection calendar.,Medium,Medium,14,Moderate
SREP,Signalling equipment condition slightly below standard; can be addressed in the coming days.,Medium,Medium,7,Moderate
TOHE,OHE inspection completed as part of the regular maintenance programme.,Medium,Low,11,Normal
EOMT,Material train movement obstruction reported affecting adjacent line clearance; requires urgent attention.,High,Medium,1,Critical
OTHR,Routine miscellaneous upkeep task as per maintenance calendar.,Low,Low,12,Normal
EOMT,Material train logistics reviewed as part of routine planning; no issues found.,Low,Low,7,Normal
ETMW,Track machine performance slightly below standard; servicing can be planned within the week.,Low,Medium,4,Moderate
EOMT,Unsafe material train loading condition reported at the yard; immediate corrective action required.,High,Medium,-3,Critical
ERRL,Rail crack found extending across the running surface; immediate replacement required to prevent failure.,Medium,Medium,-5,Critical
TPWR,"OHE wire snapped near the station yard, posing immediate electrocution and traffic hazard; urgent power block required.",Medium,Low,-4,Urgent
SSIG,Standard signal equipment check completed with no issues found.,Medium,High,8,Moderate
SREP,Signalling equipment condition slightly below standard; can be addressed in the coming days.,Low,High,5,Urgent
SREP,Signalling equipment fault at a key location is affecting safe train working; immediate repair required.,High,High,-1,Critical
TPWR,Sudden traction power failure has halted electric train operations; immediate restoration required.,High,Medium,-2,Critical
TOHE,Routine OHE cleaning and inspection as per periodic schedule.,Medium,Medium,3,Moderate
STEL,Telecom equipment condition slightly below standard; can be addressed in the coming days.,Medium,High,2,Urgent
TPWR,Traction power supply fluctuation affecting multiple sections; requires urgent attention.,High,Medium,1,Critical
SSIG,Signal equipment condition slightly below standard; can be addressed in the coming days.,Medium,Medium,2,Urgent
TREP,Critical electrical panel failure at the substation risking traction power outage; immediate repair needed.,Medium,Medium,-5,Critical
STEL,Total loss of telecom connectivity on the section disrupting coordination; immediate restoration necessary.,High,Medium,-2,Critical
ETMW,Routine preventive check of track machine as per maintenance calendar; no anomalies reported.,Medium,Low,4,Moderate
ETMR,Slight track unevenness observed on routine patrol; repair can be planned within the week.,Low,High,3,Urgent
ETMW,Sudden track machine failure mid-operation has blocked the line unsafely; urgent intervention needed to restore safe passage.,High,High,-5,Critical
TPWR,Traction power equipment showing slight deviation from standard; can be addressed in the coming days.,Medium,High,1,Urgent
ETMW,Track machine calibration slightly off standard; can be addressed in the coming days.,Low,Low,7,Moderate
ETMR,Routine track patrol maintenance as per periodic schedule.,Medium,Low,7,Moderate
ETMR,Track maintenance logged as completed under the regular upkeep cycle.,Medium,Low,11,Normal
SSIG,Intermittent signal aspect faults reported; urgent maintenance needed to prevent failure.,Medium,High,1,Critical
ETMW,Routine preventive check of track machine as per maintenance calendar; no anomalies reported.,Medium,Medium,3,Moderate
TOHE,Standard OHE upkeep carried out under regular maintenance programme.,Low,Medium,10,Normal
OTHR,Minor miscellaneous issue noted during inspection; can be addressed within the week.,Medium,Medium,6,Moderate
ETMW,Track machine breakdown during possession has left the rail section unsafe for train movement; immediate rectification required.,Medium,Low,-5,Urgent
OTHR,Urgent miscellaneous fault reported with significant safety implications; immediate action required.,Medium,Medium,-1,Critical
OTHR,Unclassified maintenance issue is affecting normal operations; urgent attention recommended.,High,Medium,2,Critical
TREP,Routine electrical equipment servicing as per maintenance schedule.,Medium,High,3,Urgent
OTHR,General maintenance item found slightly below standard; can be addressed in the coming days.,Low,High,0,Urgent
EOMT,Material train derailment risk identified due to loose ballast on the approach; immediate clearance needed.,Medium,High,-2,Critical
STEL,Telecom equipment performance degradation noted; can be addressed in the coming days.,Low,High,0,Urgent
OTHR,Standard general maintenance check completed with no issues found.,Low,Medium,11,Normal
ETMW,Track machine performance slightly below standard; servicing can be planned within the week.,Medium,Low,5,Moderate
SREP,Signalling equipment showing wear during inspection; can be addressed in the coming days.,Low,High,3,Urgent
TREP,Standard electrical equipment check completed under periodic maintenance.,Low,Low,6,Normal
EOMT,Material train stopped unsafely on the running line due to a mechanical issue; immediate clearance required.,High,Low,0,Critical
TOHE,OHE conductor damage found posing an immediate safety hazard; urgent maintenance required.,High,Low,0,Critical
TPWR,Traction power system fault has left the section without power supply; immediate restoration required.,High,Low,-4,Critical
ETMR,Standard track upkeep carried out as part of regular maintenance cycle.,Medium,Low,6,Moderate
ETMW,Track machine breakdown during possession has left the rail section unsafe for train movement; immediate rectification required.,Medium,Medium,-3,Critical
ERRL,Moderate rail wear observed during routine inspection; renewal can be planned within the week.,Low,High,0,Urgent
TPWR,"OHE wire snapped near the station yard, posing immediate electrocution and traffic hazard; urgent power block required.",High,Medium,-1,Critical
EOMT,Routine material train logistics coordination for upcoming ballast supply.,Low,Medium,11,Normal
STEL,Telecom equipment showing frequent connectivity drops affecting coordination; urgent attention needed.,High,High,2,Critical
SREP,Signalling equipment fault at a key location is affecting safe train working; immediate repair required.,High,Medium,0,Critical
SSIG,Signal system fault has disrupted safe train working; immediate rectification required.,High,Low,-4,Critical
OTHR,General maintenance check completed under the regular schedule.,Low,Medium,12,Normal
SREP,Signalling equipment check completed under the regular maintenance cycle.,Medium,Low,13,Normal
OTHR,Standard general maintenance check completed with no issues found.,Low,Medium,13,Normal
TREP,Minor electrical fault noted during inspection; repair can be planned within the week.,Medium,High,6,Urgent
STEL,Standard telecom equipment check completed under periodic maintenance.,Medium,High,13,Moderate
TPWR,Traction power readings fluctuating beyond normal range; urgent correction needed.,High,Low,1,Urgent
SREP,Standard signalling equipment check completed under regular maintenance.,Medium,High,5,Urgent
STEL,Complete communication link failure between control office and field staff; immediate restoration required.,Medium,Medium,-2,Critical
TPWR,Traction power system logged as normal during the latest periodic check.,Medium,High,10,Moderate
SREP,Standard signalling equipment check completed under regular maintenance.,Medium,Low,5,Moderate
STEL,Telecom equipment check completed under the regular maintenance schedule.,Low,Low,6,Normal
TREP,Standard electrical equipment check completed under periodic maintenance.,Low,Medium,10,Normal
SREP,Signalling equipment showing intermittent faults affecting reliability; urgent repair recommended.,Medium,Medium,1,Urgent
ERRL,Scheduled rail replacement under normal asset renewal programme.,Medium,Medium,3,Moderate
TOHE,OHE insulator failure causing sparking incidents; immediate maintenance required to avoid service disruption.,Medium,High,-2,Critical
TOHE,OHE inspection completed as part of the regular maintenance programme.,Low,Low,14,Normal
